,0
15850,https://m.blog.naver.com/jh973/222011700764신청합니다 ^^
15851,https://m.blog.naver.com/nalda21/222007151147진짜 앙증앙증해요
15852,https://m.blog.naver.com/nalda21/222007151147신청해봅니다~^^책보면서 떠보고싶네요~😊
15853,https://m.blog.naver.com/h676767/222012465825꼼지락거리는 거 넘나 좋아해서 닉넴이 꼼지락이었는데 ㅎㅎㅎㅎ   인형놀이 하느라 손꾸락 열심히 움직이는 아줌마에요.  요즘 코로나다 뭐다 바깥보다는 주로 집에서 시간을 보내게 되는데...  이것저것 다 떠나서 뭔가를 할 때 시간 가는 줄 모르고 집중이 되면 힐링이 된다고 생각하거든요~   전 뜨개질 할 때가 그렇더라구요.   손가락이 물집이 잡히고 엉덩이가 저리도록 한군데 앉아서 뜨개질을 하다보면 시간이 훅훅 간답니다.미니어처 뜨개의 장점은 크기가 작기 때문에 조금만 노력을 해도 결과물을 바로바로 볼 수가 있어서  포기 없이 쭉쭉 해나갈 수 있어요~~    한동안은 미니어처는 클레이로만 만드는 거라고 생각했는데 이  책을 보면서 신문물 접하게 되네요 ㅎㅎㅎㅎ꼭 보고 싶어요~
15854,역시 서평이벤트라 인기 폭발이네요^^응원합니당~~💖💖
15855,이거 저도 조카들  만드는데 옆에서 조수하다가 끝내는 제가 했네요ㅋ어려워요.쪼꼬매서 더 손이가고ㅋ꼼꼼하게 잘만드셨네요.제꺼는 전구도 켜야해서 전선작업도 하고 멜로디도 나오드라구요밤에 조명등으로 괜찮은것 같아요^^
15856,와.. 정말 이쁘시네요!! 혹시 접착제는 어디꺼 사용하시나요??
15857,미니어처 집만들기 멋져요 ~~실내화 귀여워요 불이 들어오니 실감납니다갖고싶어요ㅎㅎ
15858,조명 불 들어올 저도 너무 좋더라고요. ^^
15859,슬리퍼 아래까지 세심하신 테라님 정말 대단하세요 ㅎㅎㅎ
15860,처음 하는거라 무조건 설명서대로 열심히 따라했습니다^^
15861,유명한 작가라 인터넷으로 종종 찾아보곤 했는데 상세한 설명 써주셔서 감사합니다~
15862,유익한 포스팅인거 같아요!! 하나하나 설명도 자세하게 해주시고 디게 잘봤습니다💗💗💗💗
15863,"비가 와서 인지 확실히 맑아져서 넘 좋네요,,^^시원한 바람 까지~~연휴 잘 보네세요.. 홧팅..!! 입니다~"
15864,재밌게 봤어요.즐거운 주말 보내세요.
15865,"안녕하세요. 국내 최대 디자인 콘텐츠 플랫폼, 네이버 디자인판입니다.네이버 디자인판 바로가기 https://naver.me/ND네이버 디자인판 공식 블로그 https://blog.naver.com/designpress2016정성껏 포스팅해주신 콘텐츠를 2019년 08월 12일에 네이버 홈 디자인판에 노출할 예정입니다. 좋은 콘텐츠 올려주셔서 감사드리며, 앞으로도 활발한 활동 응원합니다.※ 내부 편성 방침에 따라 노출일은 변동될 수 있습니다. 네이버 디자인판 운영자 드림"
15866,아구아구 예쁘다~~~☺💕💕💕
15867,오구오구 우리 몽이 언능왕 ~❤️
15868,시쓰님 오늘도 잘 읽고 가요~
15869,저런 작은걸 어케 엮으실까요!!! 세상엔 금손들이 정말 너무 많아요!!!^^ (+협찬받는 클라스의 레이디엠 인형님들도 엄지척👍+👏👏👏)
15870,역시.라탄~ 패피탬.아입니까~
15871,너무 예뻐요
15872,너무 귀여워요 ㅜㅜ
15873,아구 귀엽게 봐주시니 사진찍는 보람^w^..!
15874,저도 언젠가 이런 DIY 제품 사본적 있었는데... 의외로 정말 그냥 재료들만 딸랑 들어있고 나머지는 그냥 너무 재량을 요구하는 무책임한(?) 키트라는 생각했던 기억이 나네요..;;ㅎㅎ 그래도 잉챠잉챠 열심히 와플 만드는 다이치 보는 재미가 있어 좋았네요^^ (하지만 인간의 숨은 노력ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ)
15875,다행히 제가 구입한 건 설명이 디테일하지 않아도 괜찮은 키트였는데 점토 소재가 참.. 아무나 예쁘게 만들긴 어려운 소재였어요. 물론 금손인 분들께선 다 예쁘게 완성하시겠지만 저는 곰돌이 모양이 아쉬웠네용TuT 그래도 미니미 와플을 다량 만들었으니 그나마의 만족..!
15876,미니어처 만드는 것 완전 정성이네요.
15877,진짜 금손이세요.... 저는 완전 치덕치덕되던데.... 👍
15878,혹시 한글설명서 안쓰면 저한테 주시면 안될까요?? 만들고싶은데 설명가 …
15879,앗..드릴수있다면 좋을텐데 미니어처 다 만들고난 직후 설명서들을 버려버린지 꽤 되버려습니다..ㅠㅜ
15880,"또 한 주가 시작되었습니다.여기는 간밤에 부슬비가 내려서인지 선선한 바람이 불어옵니다.오늘 하루도 잘 보내시고 다음에 또 뵈어요!!시간 나실 때, 제 블로그도 한번 들러주길..."
15881,처음이신데 정말 잘 만드셨네요!! 시작부터 큰 집을 하셔서 더 많이 고생하셨을 것 같아요. 그래도 만들고 불켜면 그렇게 기분이 좋더라구요 ㅎ
15882,금손이세요
15883,현정님 다녀 갑니다~~~ 좋은글 잘보았어요~~~~~~시간나실때 제 블로그도 구경오세요^^;행복한 수요일 되세요!!!
15884,현정님 잘 보고가요 ㅎㅎㅎ 전시회 갈 일이 생겼네요 ㅎㅎ
15885,눅우요? 당신?!!
15886,글 너무 잘쓰셔요..!!!
15887,감사해요...항상 미니어쳐 프린트물 보면서 어떻게 만드는건지 궁금하곤 했는데 말이죠 ㅎ
15888,본문을 적을때는  몰랐는데 제가 적어놓을걸 읽어봐도무슨말인지 너무 두서가 없는데그래도 도움이 되셨다니 다행입니다
15889,아니에요 전 이걸 스캔해서 사이즈를 줄인다는것조차 생각못했거든요.너무 도움이 되었어요 ㅎㅎ^^
15890,너무 멋집니다.
15891,뭔가 부족해 보이는데 좋게  봐주시네요 ㅎㅎ
15892,제눈에도 멋지기만 합니다
15893,생각했던대로 안나온것 같아서 좀 부끄럽습니다 ㅎㅎ
15894,우와 정말 잘하셧어요
15895,외국 유투버 어설프게 흉내내 본겁니다그리 잘 나온거 같지는 않네요 ㅎㅎ
15896,요즘 팔루다리움이 끌리더라고요
15897,저도 는팅만 하다가 일단 만들어 보게 되면서 푹 빠졌네요 ㅎㅎ
15898,삼국지에 제갈량이 사는곳 같아요~ 멋집니다 ^^
15899,숨은 산타 찾기네요!! IFC몰 저도 자주 갔었는데 변한게 많네요!
15900,"변한건 아니고, 추가 된걸걸요?"
15901,유익한 정보 잘 봤습니다~ 10cm정도 캐릭터 3D프린터로 출력하면 비용이 얼마나 나올까요?
15902,정확한 견적은 데이터가 있어야 확인 가능합니다. ^^STL 또는 OBJ 데이터를 bhartcenter@naver.com 으로 보내주시면 확인 후 안내드리겠습니다.감사합니다.
15903,솜씨가 정말 대단하신거 같아요 ㅎㅎ 토토로 재밋게 봤는데 실사를 보는 느낌이에용
15904,아이쿠~~넘 감사해용~^^♡♡
15905,와~ 너무 귀여운 오프너에요 ㅎㅎ저도 하나 갖고 싶네요~
15906,재미있는 아이템이죠..^^
15907,ㅋㅋㅋㅋㅋ구엽구만ㅋㅋㅋ
15908,"헐 완져니 금손이시네용 곌블님...!집중력도 대단하시고 금손도 대단하시고..!드디어 금요일이네요~ 남은 오후도 화이팅 하시고, 즐주즐주 보내세요~!~!"
15909,한주가 훌쩍 또  지나버렸요. 시간이 너무 빠르다는게 피부로 느껴질 정도네요. 나이가 들어가며 그런걸까요. 이럴때 생각하는게 오늘 하루의 소중함을 느끼며 살아가는게 참 중요한거 같아요. 주말도 행복하고 즐거운일만 가득하시길 바라고 포스팅 잘보고 소통하고 갑니다.^^
15910,되찾은 일상 위드코로나!! 위드코로나이더라두 항상 마스크와 손소독으로 더욱 안전한 연말 보내자구요 ^^
15911,저도 이거 넘 보러 가고싶어요...넘 귀여워잉 ( ･ᴗ･̥̥̥ )폴바셋 딸기 어떠셨나요 ㅋㅋㅋㅋ
15912,완 죰 마싯어여
15913,잘보고 갑니다~~!
15914,우와 정말 금손이시네요 정말 멋져요 어떻게 저렇게 작은데 디테일까지 살아있는거죠 똥손인 저는 못할 그런 작품이네요..ㅎㅎ
15915,오호~ 이건 목공작업이 아니니 울 딸도 해보라고 해야지~~~^^ 퍼가요~♡
15916,녜 즐거운 시간 보내세요
15917,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ진짜 귀엽네요 ㅋㅋㅋ 전시회도 규이님도요 ㅋㅋㅋㅋㅋ
15918,ㅋㅋㅋㅋㅋㅋㅋ엇 이런칭찬 부끄부끄 하지만 전시는 정말 귀욤est….👍 기회가 된다면 꼭 가보세요 😆❤️
15919,"완전 부지런한 규이님,,, 전 1월 안에 올릴 수 있을지... ^^ 전시 진짜 재밌었어요"
15920,ㅋㅋㅋㅋㅋㅋ1월 안에 😂 다음날까지 웃어서 목아픈건 정말 오랜만이었어요 ㅋㅋㅋ
15921,독특하네요.보면서도 새롭더라고요~~
15922,코멘트가 정말 센스있었어요~작가님의 저런 유쾌함 뭔가 여유로움이 느껴져 참 부럽고 배우고싶어요 ㅋㅋ
15923,오 좋은 정보네요 평일에 엄마랑 한번 다녀와야겠어요 ㅋㅋㅋㅋ 캘린더는 성공하셨나요?
15924,아뇨 달력 ㅠㅠ 집에 너무 많아서 안받았어요 1월초만 해도 엄청필요했는데 ㅋㅋㅋㅋㅋㅋ…. 여의도부터 가지고 갈 자신도없고^^…..
15925,대단..짱 멋지십니다.실물보고 더 감탄했네요..👍
15926,꺄아 W카페 다녀오셨군요u//u 카페가 워낙 예뻐서 버프도 받은 것 같아요!ㅋㅋㅋㅋ예쁘게 찍어주셔서 감사합니다❤❤
15927,내복 패션이 최고죠!문득 저희 아이들 어릴적도 생각나네요.죄 내복패션이었어요. ㅋㅋ
15928,어딜 안나가니 빨래거리는 덜나와 좋은데이게 좋은게 좋은건지 먼지요 ㅋㅋㅋㅋㅋ여튼 내복이 일상이에여 ㅋㅋ새해 첫출근했는데 몸이 천근만근이에여별꽃님은 상큼한 하루 되세요~^^
15929,어릴적 하드보드지도 인형의집 만들엇던게 기억이 나네요~요즘 참 편리하게 나왓나봐요~저도 집에서 만들어보고싶은~인터넷검색 들어가야겟어요^^
15930,미니어처 만들기가 요즘 너무 잘나왔떠라구여 종류도 많구요 애들이 좀 크니 정교한 작업도 잘하구요강추합니다~~^^
15931,내복이 최고지요~ㅎㅎ둘째 글씨가 울아들이랑 비슷한듯해요ㅍㅎㅎㅎ
15932,ㅋㅋ명필인거지요? ㅍㅎㅎㅎㅎㅎ학교도 얼집도 못가지만어찌어찌 아이들은 꾸준히 자라네요감기조심하셔요~~^^
15933,두아이 육아맘이예요~공감되는글이라 잘보고가요~^^제 블로그에도 놀러와주세요~^^
15934,요즘처럼 외출이 힘든시기에 아이에게 색다른 경험이었을것같아요 ㅎㅎ포스팅 잘 봤습니다! 제 블로그에도 방문해주세요~^^
15935,6세가 한글을 떼다니...우리 막둥이 어쩜 좋아요 ㅋㅋㅋㅋㅋㅋ
15936,ㅋㅋㅋ코로나 덕분에진짜 할거없어서 한글공부 ㅋㅋㅋㅋ
15937,저희 막내랑 동갑인거예요...??올해 6세 되는거죠???누나같........ㅎㅎㅎㅎㅎ
15938,올해 7세 누나에요ㅋㅋ 그정도면 엄청 잘놀죠ㅋ
15939,"큰애는 11살이겠네요 ????ㅋㅋㅋㅋ저희 애들은 이제 10살 8살 6살이거든요 ㅋㅋㅋ6,7,8,10,11 ㅋㅋㅋㅋ진짜 고만고만한 애들이다요 ㅋㅋㅋㅋㅋ"
15940,ㅋㅋㅋㅋ 저 왜 이걸 이제 보는지 ㅋㅋㅋㅋㅋㅋ줄줄이비엔나도 아니구 와 정말 5명이 하나도 안겹치고... 대박이에여 넘 재밌다 ㅎㅎㅎ
15941,ㅋㅋㅋㅋㅋㅋ그쵸...???잼있더라구요 나열해 보니 ㅋㅋㅋ
15942,우리가 잘했네요 안겹치고??? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
15943,블로그 글 잘 봤습니다소통하고 지내요 제 블로그에도 좋은 글 많이 있으니까요 한번 놀러오세요~
15944,감사합니다 좋은 하루 보내세요 ☺️
15945,클레이 넘 귀여워요 ㅎㅎ 이런거 만드는 것 보면 넘 신기해요
15946,아이들은 쪼물딱 거리면서 만드는 걸 좋아하더라구요. 다 만들면 이걸로 인형놀이도 한답니다.
15947,와~~손 재주가 정말 좋은 아이들이네요
15948,"잘보고갑니당 *___*
글 읽느라 시간가는줄 모르겠어요~ ^^
또 들르겠습니다~~"
15949,귀여운 미니어처 세상 2탄도 이웃님께 유익한 콘텐츠였길 바랍니다 :)
15950,좋은포스팅 잘보고 갑니다 :)
15951,안녕하세요 이웃님! 드레멜과 함께 즐거운 한 주 시작하세요~!
15952,"글 잘보고 갑니다,, 드레멜님 ^^
소통하고지내요~~"
15953,앞으로도 드레멜 블로그에 많은 관심 부탁드립니다 :D
15954,"블로그 구경하러 왔어용ㅎㅎ  
한참 둘러보고 갑니당 ㅎㅎ"
15955,미니어처 제작 이외에도 다양한 콘텐츠를 보여드리고 있으니 앞으로도 자주 찾아주세요 :)
15956,블로그 소통하러 왔어요 ㅎ 자주 뵈어요~~
15957,앞으로도 드레멜 블로그에 자주 놀러와주세요 :D
15958,"항상 좋은 글 많이 보고 갑니다
좋은 일만 가득하길 바라며
오늘 하루 행복하세요"
15959,앞으로도 유익한 콘텐츠로 자주 찾아뵙도록 하겠습니다! 이웃님도 드레멜과 같이 행복한 하루 보내세요~!
15960,빗방울모양으로 하는게 넘 어렵더라구요.조금만 굵으면 흘러내리고. 팁이 있을까요
15961,일상에서 흔히 볼 수 있는 것들로 꾸며져 있어서 그런지 더 재밌게 느껴지네요 :)
15962,서로 소통하면 지내요~ :)
15963,
15964,안녕하세요. 국내외 다채로운 공연·전시·예술 소식을 전하는 네이버 공연전시입니다. 이 콘텐츠가 3월 14일 네이버 공연전시판 메인화면에 소개됩니다. 앞으로도 좋은 콘텐츠 부탁드립니다. ☞네이버 공연전시 보러가기 http://m.naver.com/naverapp/?version=1&cmd=onMenu&menuCode=SHOW
15965,덕분에 잘보고갑니다.감사합니다!   꾸벅~~
15966,"안녕하세요. 국내 최대 디자인 콘텐츠 플랫폼, 네이버 디자인판입니다.네이버 디자인판 바로가기 https://naver.me/ND네이버 디자인판 공식 블로그 https://blog.naver.com/designpress2016정성껏 포스팅해주신 콘텐츠를 2019년 05월 31일에 네이버 홈 디자인판에 노출할 예정입니다. 좋은 콘텐츠 올려주셔서 감사드리며, 앞으로도 활발한 활동 응원합니다.※ 내부 편성 방침에 따라 노출일은 변동될 수 있습니다. 네이버 디자인판 운영자 드림"
15967,백설공주와 가오나시 너무 귀엽네요.감사히 담아갑니다.
15968,미니어처 다같이 만들기로하고아들들이 내빼서 혼자 만들다 거품물은 경험이 있는 1인...ㅋㅋㅋㅋㅋㅋ 그마저 완성품 이쁘다고 조카가 와서 갖고놀다 뿌셔버렸...ㅋㅋㅋㅋㅋㅋ 아니 근데 창의력들이👍👍👍나도 저런 인형의집 갖고싶다❤
15969,ㅋㅋㅋㅋ 댓글보다 빵 터짐..그 아들들은 왜 내뺏대~~!! 나빴네 나빳어 ㅋㅋㅋㅋ게다가 부숴버린 조카는 어쩔 !!!!내가 대신 맴매해주게요 입으로 ㅋㅋㅋ인형의집 이쁘죠~ ㅎㅎ단지.. 매일.. 어질러져서 문제지
15970,저도 만들고 싶네요~~
15971,재밌더라구요~성취감도 있고 ㅎㅎㅎ한 번 도전해 보세요 ^^
15972,"포스팅 잘 보고 갑니다~
오늘도 즐거운 하루 보내세요~
늘 응원 합니다."
15973,비틀즈 저도 욕심나는데 아쉽네요ㅠㅎㅎ
15974,손재주가 있어야 할것 같네요~근데 왜 혼자 쓸쓸히 ...
15975,많이 없어도 누구나 할 수 있게 알려주시더라구용ㅋㅋ 1:1이라 혼자에용~!! 댓감사드려요><
15976,대박~~~^^ 난 온실 미니어쳐 장바구니에 담아뒀는데 그리도 작아?생각 좀 해봐야겠네
15977,해보고 너한테 추천 할려고 했는데… 일단 작은 사이즈로 해 보고 좀 더 큰거 해봐~
15978,좋은 포스팅 잘보고 갑니다^^
15979,감사합니다^^
15980,그래도 전 그림판이 사용하기 좋더라구요 ㅎㅎ 모지란 도안이라 말씀하시는데 제눈엔 완벽해보이는데요..
15981,사실 도안에는 안나와있는데 막 오려서 더 있어보이는거에요 ㅋㅋㅋ감사합니다^^
15982,아이들티 정말 좋아하겠네요ㅎㅎ
15983,와 넘 귀여워요>< 디테일 까지!!
15984,"너무 귀여워용!!ㅋㅋㅋ색칠하는 재미도 있공,많이 하면 뭔가 똑똑해질것같은 놀이!!ㅋㅋ넘 좋아용♡"
15985,"이거 인터넷에서 팔던거 본것 같아요ㅋ이거 여러가지 종류가 있던데,,  이걸로 종류별 인테리어~^^Led불 달아서 조명효과도 ~^^디테일이며 넘 귀여운 미니"
15986,우앙 진짜 너무 아기자기 하당♡ 집콕 필수품이내욤?ㅋ
15987,끄앙 너무 귀여워요!! 코로나땜에 밖에도 못나가는데 이거 만들면 시간이 후딱 가겠어요 ㅎㅎ
15988,꼭 한번 포토샵이라는 프로그램을 도전해보고 싶었습니다.
15989,시작해보세요.유용하게 활용할 수 있을 거예요.^^
15990,귀한 포스팅 오늘도 잘 보고 갑니다.태풍이 너무세게 불어 태풍피해 없으시기를바랍니다. 즐거운 토요일되세요
15991,감사합니다.다행으로 피해 없이 지나갔습니다.강연의날개님도 아무런 피해 없었길 바랍니다.
15992,가격궁금합니다
15993,너무 예뻐요!! 특히나 시루떡의 보슬보슬한 표현이 정말 사실적에요 !
15994,안녕하세요 ^^ 공감하고 갑니다~
15995,"안녕하세요 반갑습니다.^^미래를 알고 대비하는 사람이 무척 잘 살 수 있다고 합니다.우리는 생각지도 못한 코로나로 인하여 최근 몇 년 사이 너무나 많은 변화를 보고 살고 있습니다.앞으로 찾아 올 또 다른 각종 질병 이후 우리에게 반드시 찾아오는천연두와 남북전쟁의 서막 속에서 불안한 삶을 살고 있는 이때 준비하고 대비하여 지금의 난국을 극복해야 합니다.동서양의 종교 예언가들이 때와 장소를 달리하여 말하는 큰 틀인 인류의 대격변 전쟁과 병겁은 한 목소리로 말 하고 있습니다.한번쯤은 관심을 가지고 아래 사이트를 방문하셔서 어떤 미래가 오는가 생생히 확인 하시고 생존의 길을 찾으시기를 간절히 희망합니다.변해버린 세상https://www.ybs-changedworld.com동서양 예언가들의 공통적인 목소리https://blog.naver.com/osu337그리고 관심 있는 분에게 소책자 ""변해버린 세상""을 보내드리고 있습니다.(문자 보내주시면 감사하겠습니다……)H.P : 010-6680-4332 겨울 감기 조심하시고 임인년은 더 행복하고 건강한 한해 되시길 기원합니다.^^"
15996,초2때 세계여러나라배우거든요그때 또한번데려가시면좋을듯해요~^^좋은정보감사해요~^^저희집 초2  교과연계로 데려가면엄청좋아하겠어요♡
15997,미니어처 넘 귀여워요ㅋㅋㅋㅋㅋㅋ 쇼핑백까지😍😍
15998,진짜 귀염 터져요 ><
15999,미니어처 진짜 넘 귀여워요 ㅋㅋㅋㅋ저도 이번 생일에 조말론 바디워시 선물 받았는데엄청 작은 사이즈가 와서 넘 귀엽더라고요
16000,진짜 너무 귀엽더라구요ㅎㅎ은근 용량도 넉넉해서 잘 쓰고 있어요:)
16001,"헉 저도 좋아하는 향인데 정말 미니미니 앙증맞네여,,"
16002,넘넘 귀여워서 쓸 때마다 미소 지어지네요ㅎㅎ
16003,"조말론 저도 너무 가지고 싶어요 ㅠㅠ근데 향이 너~~무 많아서 뭘 사야할지~ㅋㅋㅋ너무 고민되네요.. 결정이 힘든 저는 그냥... 오늘도 눈팅하고 갑니댜,,,ㅋㅋㅋ"
16004,향수는 호불호도 크고 착향해봤을 때 느낌도 개인차가 커서 꼭 방문해서 테스트해보새용ㅎㅎ
16005,쇼핑백도 너무 귀엽네용 ㅎㅎ 조말론 향수는 진짜 좋은거 많죵 ㅎㅎ
16006,지속력 짧아서 싫어하는 지인도 있지만 저는 은은해서 좋더라구요 :)
16007,"오!!!! 조말론!!!조말론 향수 넘 좋지않아여??저도 조말론 향수 봄,여름에 쓰는데이번에 다 썼네옇ㅋㅋㅋㅋ"
16008,조말론 향수들 넘 좋아요ㅎㅎ은은하니 기분 좋아지죠 진짜!!
16009,"오 조말론은 면세에서만 사서 잘 몰랐는데, 백화점은 이런 이벤트도 있네용??!!! ㅎㅎ 미니어쳐도 은근 오래쓰는거같아용!!"
16010,그러니까요!ㅎㅎ미니어쳐 꽤 오래 쓸 수 있어서 더 좋았어요ㅎㅎ
16011,"좋은 내용 잘보고 갑니다좋은 하루 되세요.공감, 댓글 부탁 드립니다."
16012,블로그 글 잘 보고 갑니다
16013,와이런곳이 있었네요? 역사를 볼수있는 곳과 해외까지 ㅎㅎ코시국에 여행이 안부럽네요 ㅋㅋ 클라스 대박!
16014,와~미니어처 빌리지😊아이들과 같이 가도 넘 재미있어 할거 같네요ㅎㅎ
16015,와!! 미니어처를 좋아하는데!!! 여기는 우리조카들과 같이 가봐야겠네요!너무 이쁘다!!!
16016,+_+ 저혼자서도 가보고싶은데요아기자기한게 귀여브라~ .. 볼거리가 많은거 같네요
16017,미니어처가 너무 귀여워요 엄청 조그마한데 디테일이 살아있네요 ㅋㅋㅋㅋㅋ 😊👍
16018,한번쯤 가보고싶은 곳이네요. 사진으로봐도 깨알같은데 실제로보면 얼마나 재밌을지요^^
16019,미니어처들 너무 귀엽네요ㅎㅎ 잘보고가요:)
16020,어머 귀여워라!!!!!!!! 이런거 너무 조아하는데 저도 가볼래용!!!!!!
16021,너무 잘 만들었네요 미니어쳐
16022,"좋은 글 감사합니다 ^^
오늘도 모든일 잘 풀리시길 바래요 ~"
16023,어머.. 미니어처 빌리지가 뭔가 갸우뚱 거렸는데.. ㅋㅋㅋ 와.. 이런게 있었군요예약까지 해야해요? 신기해요오사카였던가.. 역사 박물관/역사 기념관.. 이런곳이 딱 이런 느낌 이었는데 :) 신기하네요
16024,https://blog.naver.com/whrorhswk/220274865143https://blog.naver.com/saren0/220044470902오사카 '성' 박물관 이라네요..성.. 밖에 건물이구만 -ㅇ-여튼.. ^ㅇ^
16025,현대 자동차 포니를 보니과거 시절상의 생각이 불현듯 살아나는거 같아 좋아요~~~^^
16026,오늘도 고생 많으셨습니다! 편안한 저녁 되세요~^^
16027,안녕하세요! 문의 드립니다! 지금도 제작 가능할까요?
16028,어므나. ㅇㅂㅇ 세상에 세상에나~ 이런 귀엽그 앙증맞은 아미밤이라니요! 충분히 예쁜걸요! 어서 빨리 아미밤 들고 콘가고.싶은 아미입니당 ㅎ
16029,정말요? ㅎㅎㅎㅎ만들다보니 저 호박모양이 넘 아쉬워서요. 투명비즈 주문해서 더 만들어볼까 구슬 검색중이었어요. 그러게요. 얼른 세계로 훨훨 날아다녀야하는데. . . 넘 안타까워요. 이번 버터 넘 좋아요.♡
16030,이번.컴백.앨범.완전 더.대박칠거같아요 ㅎ.ㅎ 그전에 하는 온라인 페스타 완전 기대 기대에😣💕아미밤.들고 즐겨야죠 ㅎ ㅎ 버러~ 다이너마이트 다 나올테니까용 ㅎ ㅎ
16031,참으로 자랑스런 예술인들!
16032,와... 보통 정성이 아니네요ㅠ 만들다 혈압이 먼저 오를것 같은데;; ㅋㅋ
16033,ㅋㅋㅋㅋㅋ 인내심이 필요하더라구요 ㅋㅋ 방금 다 완성했답니당 >-<
16034,멋지네요 led근데 잘못 연결함 다신 못쓰지않나요?
16035,글쎄요 그건잘^^;ㅋㅋ 불 다 안들어 오다가 다시 하니까 한군데빼고 다 잘들어왔었어요 ㅋ
16036,이 시리즈도 정말 하고 싶었는데~ 책이 엄청 많네욥 ㅋㅋㅋ😂😂 너무 예뻐요~
16037,ㅋㅋㅋ네..책이 정말 많더라구요😭ㅋㅋ
16038,잘 만드는 노하우가 있나요??? 본드는 뭘 쓰신건가요!!! 저도 만들어보고 싶어요 ㅎㅎㅎ...!
16039,양면테이프와 순간접착제 실리젤 이렇게 사용했어요 ㅋ 노하우는 양면테이프?ㅋㅋ 무지 유용하더라구요 ㅋ
16040,양면테이프 사러가야겠네요 ㅎㅎ 감사합니다
16041,😆😆😆😆👍
16042,너무 이뻐요~ 전 오르골 미니하우스 만드는데 손이 덜덜했어요 ㅎㅎ
16043,만들고 나니까 정말 뿌듯하더라구요 저도 손이 덜덜....ㅋㅋㅋ
16044,저도 이런집 만들어서 인형놀이 하게 하고 싶었는데요..인형놀이용으로는 잘 망가져서 전시용으로만 두라는 글을 보고 포기했어요.진짜 그런가요?ㅠㅠ왜 완구용 인형집은 안 이쁠까요ㅠ
16045,맞아요 잘 망가지긴해요 ㅎㅎ 그래도 전 열심히 고쳐주면서 놀게하고있어요 ㅋㅋㅋㅋㅋ 처음에누자주 많이 고쳐줬는데 이젠 횟수가 많이 줄었어요 애도 놀잇감에 맞춰서 적응해서 힘조절잘해주고 가지고 놀아주는 듯요 ㅎㅎ 맞아용~~~!! 완구용 인형집 너무 안이쁘죠 ㅠ
16046,너무멋져요ㅜㅜ혹시노하우있으신가요 작은것부터만들어야는지 집구조를 먼저 다 붙여야하는지 궁금해요 접착제는 하나밖에 안쓰신건가요?목공풀같은건 안쓰셨는지3^^
16047,"순서가 다 나와있어서 그래도 하시면되요 ㅋ 집구조 큰것 일단 만들고 소품만들기 시작하더라구요 ㅋ 그리고 나중에 지붕얹고 거실틀 붙이고..흐흐 설명대로 하면되유 ㅋ 접착제는 구성에 포함된 것 (실리콘젤, 목공용풀)외에 순간접착제랑 양면테이프 많이 사용했어용^^ 종이나 패브릭붙이는건 거의 다 양면테이프 많이 썼네유 ㅋ"
16048,고쿠리에서 사셨나요?
16049,어디서 샀는지 기억이 안나요^^;;ㅋㅋㅋ
16050,혹시 저 책장뒤에 그냥 종이만 붙이신 건가요? 설명서에 c9 거실 책장과 막대기를 자르고 붙인다인데 종이만 있고 막대기는 없어서요ㅜㅜ
16051,어떤 책장일까요? 1층? 2층? 설명서에 나와있는건 그재료 다 있어요 ㅋ 그냥 얇은 종이만 있는건 없고 조금 두꺼운 종이로 붙이는건 꽤 많아요~! 아! 2층에 있는 책장뒤에 바로 화장실있는곳은 책장뒷면이 그냥 종이였던 것 같아요~ 제가 만들때 좀.. 종이가 울어서 울퉁불퉁했던거 같네요 ㅋㅋ 혹시 2층맞다면 그 막대기는 화장실 수건걸이 말하는것 같기도하고요? 두께에 맞는 막대기 정해진 길이로 자르고 구부려서 만들어야하는건데 ~ 흐흐 오래되서리 ㅋㅋ 참고하셔용>-<
16052,1층 책장인데 뒤에 그렇게 붙이라해서요ㅠ
16053,1층책장은 조금 두꺼운종이 붙였었는데.. 뒷쪽은 가려질꺼라 막대기같은건 붙일게 없으요~ 이상하네유~^^;
16054,설명서에 있는 그림만봐도 충분히 만들수있나요?설명서에 적힌 언어가 한국어가 아니라고 들어서 설명서에 있는 그림만 보고 하려는데..ㅠ
16055,프린트물이 깨끗하게 나온편이 아니라서 헷갈릴 수 있어요~ㅠ 전 한글설명서까지 같이 들어있어서 할수있었네요^^흐흐
16056,오오 그러쿤요 감사합니다!^^
16057,>--<♡
16058,대단하셔요~~ 혹시 추후에 찾으셨다는 더 맘에 드신다는건 어떤건지 여쭤봐도 될까요?그것도 궁금해서요~^^
16059,https://m.smartstore.naver.com/homealome/products/2425658105?NaPm=ct%3Dk10mz0wx%7Cci%3Dcheckout%7Ctr%3Dsls_myc%7Ctrx%3D%7Chk%3D97d11a6c75528e681c123dd6305e5783d877f185요기에서 옵션에 중대형하우스>27번 옥탑더그랜드호텔 요제품이요:-) ㅋㅅㅋ
16060,너무 이뻐요 ❤❤❤
16061,감사해용♡♡♡
16062,저도 요새 취미로 시작했답니다 ^^20개월 남자아기인데 아마 아들앞에서하면 다 부수겟지요 ~~혹시 저인형 정보알수있을까요 ㅎ
